"location","status_id","created_at","text"
"Ohio, USA","1117194075227209736",2019-04-13 22:33:18,"@axios Did he voluntarily pay extra taxes to make up for his saving from Trump tax cut?"
"Canada","1117194053735444480",2019-04-13 22:33:13,"@baconman3210 Hey! The P30 Pro is currently $699+tax on a Medium Tab. You can see all the details here: https://t.co/HUQRKTP4cD. If you need more info, don't hesitate to send us a PM! <U+0001F60A> -Claudia"
"Brooklyn, NY","1117194040414560257",2019-04-13 22:33:10,"As the tax deadline draws closer, crypto investors will need to review their losses and gains related to their Bitcoin and altcoin holdings, and determine if they are... https://t.co/hIXsj2Gzte"
"Toronto, Ontario","1117194030478057472",2019-04-13 22:33:07,"@cathmckenna By charging a tax on average Canadians trying to make a living? You think that will stop climate change? You are out of touch with the average Canadian and so is your leader. Get a fucking clue. #cdnpoli"
"Los Angeles, CA","1117194029890965504",2019-04-13 22:33:07,"BK &amp; divorce &amp; tax return question https://t.co/r1xKbbv04i"
"Aurora, CO","1117194003571671040",2019-04-13 22:33:01,"@davewiner The law says the tax returns SHALL be given upon request. Mnuchin is starting a war by not turning them over."
"Chicago","1117193959921598464",2019-04-13 22:32:51,"FREE Stuff for Tax Day 2019 https://t.co/F8xWdq7rlv"
"St Louis, MO","1117114218111696898",2019-04-13 17:15:59,"Top House Democrat steps up demand for Trump's tax returns https://t.co/Qh5G8XZjs8"
"St Louis, MO","1117193809748811776",2019-04-13 22:32:15,"The House Ways and Means Committee wants Trump’s tax returns by April 23 https://t.co/XQ5WwiSWzi"
"St Louis, MO","1117193959124754433",2019-04-13 22:32:50,"Bernie Sanders pushes back at critics of his new wealth: 'I didn't know it was a crime to write a good book' https://t.co/SPYDV6FczC"
"St Louis, MO","1117155639422275585",2019-04-13 20:00:34,"House Chairman Says Treasury’s Reasons to Withhold Trump’s Tax Returns ‘Lack Merit’ https://t.co/udbFHsZdV5"
"St Louis, MO","1117121660392546305",2019-04-13 17:45:33,"Healthcare spending jumps after tax refunds, study finds https://t.co/Vf4yj5fnOy"
"Albuquerque, NM","1117193935099576320",2019-04-13 22:32:45,"@FBI @FBIKansasCity Well done!! Tax dollars very well spent"
"Round Rock,TX","1117129573114580992",2019-04-13 18:17:00,"Here's who's winning under Trump's tax law - CNNPolitics https://t.co/iHnByrcHYZ #SmartNews"
"Round Rock,TX","1117129482186313728",2019-04-13 18:16:38,"Trump's tax returns: House committee sends new letter to IRS demanding six years of records - CNNPolitics https://t.co/jHvGDFDgaZ #SmartNews"
"Round Rock,TX","1117147154982658050",2019-04-13 19:26:51,"Democrats Warn Trump Administration On President's Tax Returns | HuffPost https://t.co/0vJpFJOnH7 #SmartNews"
"Round Rock,TX","1117193929252675585",2019-04-13 22:32:43,"GOP lawmaker: Battle over Trump tax returns 'is going to have to be litigated' | TheHill https://t.co/md3yuIx0vH #SmartNews"
"Round Rock,TX","1117062727208292353",2019-04-13 13:51:22,"Why is Tax Day so miserable? Because one obscure congressman works for H&amp;R Block -- not for us https://t.co/hWc0suKsWb #SmartNews"
"Round Rock,TX","1117129423000461312",2019-04-13 18:16:24,"Top House Democrat steps up demand for Trump's tax returns https://t.co/fVkVJKNx5s #SmartNews"
"Berkeley, CA","1117193924374695936",2019-04-13 22:32:42,"@realDonaldTrump the Federal should demand the DNC to return the Tax Payer Money that has been used for their Coup Attempt!!"
"Picayune, MS","1117193573785534464",2019-04-13 22:31:19,"@notedgarbarajas @alliedillard_ @abcardenas98 Yes the tax payers do deserve clean water and infrastructure. But what they should also realize is that their taxes alone are not going to pay for it. Everyone needs to chip in. If you’re not doing anything to support the community that you live in, you’re a peice of shit."
"Picayune, MS","1117193913666809856",2019-04-13 22:32:40,"@notedgarbarajas @alliedillard_ @abcardenas98 And the tax payers don’t only deserve clean water, they deserve to be able to get out of there. I don’t see why a tax payer would even wanna stay there when they’re the only people paying taxes supporting all their neighbors who don’t work."
"North Woods, Maine","1117193911095709703",2019-04-13 22:32:39,"Evening #coffee ponder <U+0001F914>
Unlimited use of infrastructure...no federal tax obligation #UltimateEntitlement https://t.co/fEu88Jfvz9"
"North Carolina, USA","1117193909510311937",2019-04-13 22:32:39,"@tribelaw @JRubinBlogger @JoshuaMatz8 Couldn't conclusions be reached if Congress had the full Mueller report, all evidence from all investigations, &amp; his tax returns?"
"Houston, TX","1117193901448806405",2019-04-13 22:32:37,"@TexasTribune Sales tax increase is just another crazy idea from GOP. It is a flat tax that hurts the poorest Texans. A chart showed that the property tax reduction on a $200K house would be $80. Those living McMansions will be happy. Houston sales tax would be 9.25%."
"Minneapolis, MN","1117193896285679619",2019-04-13 22:32:35,"If Pres Trump does release his tax returns to Congress, he needs to put them on lock down and make sure that they are not leaked. They should be guarded as heavily protected secrets. Any citizen is entitled to that basic right. #MAGA #TaxReturns"
"Centerville, Utah","1117193888194809857",2019-04-13 22:32:34,"Democrats Warn Trump Administration On President's Tax Returns https://t.co/giqlRHbqUq. Pure harassment, plain and simple."
"Centerville, Utah","1117193300765597696",2019-04-13 22:30:14,"Will Elizabeth Warren’s new tax proposal drive businesses out of the US? https://t.co/m2uiVBc74H. Right tax the hell out of the hard workers to support the slackers. Democrats! What are they good for? Absolutely nothing!"
"South Carolina, USA","1117193878262747136",2019-04-13 22:32:31,"@GOP I didn't see a tax cut...paid more in fact"
"Illinois","1117193873053372421",2019-04-13 22:32:30,"#NowPlaying 866-212-7083 by T2 Tax and Accounting Services Tune in now at  https://t.co/IBx3JZxB9Y https://t.co/UtZDK8tOOn"
"Illinois","1117163318261760001",2019-04-13 20:31:05,"#NowPlaying 866-212-7083 by T2 Tax and Accounting Services Tune in now at  https://t.co/IBx3JZxB9Y https://t.co/CNpNggLzBQ"
"Illinois","1117133774393958406",2019-04-13 18:33:41,"#NowPlaying 866-212-7083 by T2 Tax and Accounting Services Tune in now at  https://t.co/IBx3JZxB9Y https://t.co/qLjouOeGxP"
"Illinois","1117104511934328832",2019-04-13 16:37:25,"#NowPlaying 866-212-7083 by T2 Tax and Accounting Services Tune in now at  https://t.co/IBx3JZfZLo https://t.co/NuLEtEfQyn"
"Illinois","1117072654308192256",2019-04-13 14:30:49,"#NowPlaying 866-212-7083 by T2 Tax and Accounting Services Tune in now at  https://t.co/IBx3JZxB9Y https://t.co/A0Y1ORYkqM"
"Orange County, CA","1117193867969744896",2019-04-13 22:32:29,"Who is surprised?
https://t.co/eR5KpE0gbQ"
"Ozone Park, N.Y.","1117193862022352897",2019-04-13 22:32:27,"The Golden Age of Tax Fraud Is Upon Us https://t.co/aWsETy7CpK"
"Kansas City, MO","1117193844418842627",2019-04-13 22:32:23,"Smallest tax return I’ve ever had.  Really thankful the President cares about us poor people."
"Palm Beach County, Florida","1117193827071201280",2019-04-13 22:32:19,"Just make it easier... They are afraid of their own shadow and will speak to nobody other than Fox Noise.  Just subpoena them and let them fall on their own lies.

 https://t.co/Nk0i9q1y8q"
"California, USA","1117193814110662656",2019-04-13 22:32:16,"@jeffwsheffield1 @jc_bickford @jamiedupree Only con men don’t release their tax returns. He’s had 6 bankruptcies, only Deutsch Bank made loans to him, but not in commercial division-the division that Russian oligarchs used. That division paid fines for money laundering. That division has active  investigations?"
"California, USA","1117192688627904512",2019-04-13 22:27:48,"@jeffwsheffield1 @jc_bickford @jamiedupree I was an auditor for banking industry, &amp;later worked in mortgage industry. We wouldn’t make ANY commercial loans without tax returns- personal /corporate. TRUMP DEMANDED Clinton’s returns- she gave 10 years, so did McCain, Bush, Cheney, Quayle, Nixon, Carter. Everyone except him!"
"Washington, D.C.","1117193746746097666",2019-04-13 22:32:00,"With #taxseason drawing to a close, @HRBlock reports that its average customer paid $1,200, or 25 percent, LESS in federal tax in 2018 than 2017. #TaxCutsAndJobsAct #IWecon #IWpol #TaxReturns https://t.co/KAoadPx1EW"
"Washington, D.C.","1117065657626058753",2019-04-13 14:03:01,"One of the benefits of Social Security Earned Leave is that—unlike other #paidleave proposals which tax all workers—the #SSEL approach doesn’t create new costs and make it harder for families with a single earner. #earnedleave https://t.co/JuDWup6ek0"
"Atlanta, Ga","1117193719093051392",2019-04-13 22:31:53,"IRS Tax Day is Monday: 7 tips for procrastinating taxpayers before the deadline https://t.co/nEL3xmV99W"
"Los Angeles, CA","1117193714147794944",2019-04-13 22:31:52,"@GOP @realDonaldTrump @GOPLeader Americans had the drop on that Ponzi guy back in the 80s. How can impeachment be off the table for a rank grifter, with such a long, documented history of fraud and serial sexual predation? #ReleaseTheFullMuellerReport &amp; tax returns. 6 years of them, bitches."
"Kansas","1117193711912464385",2019-04-13 22:31:52,"Who is winning in Kansas?
We’ve recycled lots of receipts that are no lager important. https://t.co/FYQaH7Oo1H"
"Florida, USA","1117193690324307968",2019-04-13 22:31:46,"Tea Party Marks 10 Years with 400 ‘Stop Socialism, Choose Freedom’ Tax Day Rallies
https://t.co/kG0KkTfOHt"
"milwaukee, wi","1117140969055576065",2019-04-13 19:02:17,"House Democrats set new April deadline for Trump’s tax returns, teeing up showdown with IRS - Reuters Trump is Afraid that we’ll #ConfirmTheTruth We’ve known for so long #TrumpIsCriminallyCorrupt and Proud of his treasonous dictatorial ways of lies https://t.co/clmf1L8tvM"
"milwaukee, wi","1117193684615860224",2019-04-13 22:31:45,"House Democrats give IRS hard deadline of April 23 to turn over Trump tax returns, say administration’s concerns ‘lack merit’ - The Washington Post #AfraidToRevealHisTotalDishonesty ! That is this GOP’s dictator wannabe U <U+2066>@realDonaldTrump<U+2069>  https://t.co/aQf2pHL6Nj"
"milwaukee, wi","1117141355443171328",2019-04-13 19:03:49,"Here's who's winning under Trump's tax law - CNN Politics https://t.co/zDKQzg6k62"
"milwaukee, wi","1117067224651653120",2019-04-13 14:09:15,"House Democrats give IRS hard deadline of April 23 to turn over Trump tax returns, say administration’s concerns ‘lack merit’ - The Washington Post https://t.co/aQf2pHL6Nj"
"milwaukee, wi","1117141670124978176",2019-04-13 19:05:04,"Perspective | Sweet revenge for damage inflicted by the Trumpublican tax bill - The Washington Post https://t.co/S6xLW2lTZf"
"tx ","1117193672750243840",2019-04-13 22:31:42,"couldn’t get away with the big tax deduction I thought I could get away with and now I want to crawl under a heated blanket for 1000 years"
"Nashville, GA","1117067506001305600",2019-04-13 14:10:22,"Illinois joins multiple-state push for Trump's tax returns ahead of 2020 election @CNNPolitics https://t.co/D8LuIxvsq6"
"Nashville, GA","1117193660355969027",2019-04-13 22:31:39,"Neal: Treasury’s Reasons to Withhold Trump’s Tax Returns ‘Lack Merit’
https://t.co/VHBhzyMgaw"
"Roberta, GA. ","1117193654974676993",2019-04-13 22:31:38,"@NevadaJack2 @CharlesRSmith10 All of Trumps tax returns are those of a private citizen. They don’t have to comply with squat."
"Hamilton, Ontario","1117099113202556931",2019-04-13 16:15:57,"@cathmckenna @JustinTrudeau The climate is constantly changing. This is true. It is an economic threat to the middle class-DUE TO YOUR CARBON TAX SCAM. This is why we won’t have the $ for the extra ins,etc. Recall when Russia was warming 2.5 X  the rest of the world? https://t.co/BmuCPKL2es"
"Hamilton, Ontario","1117193648419086338",2019-04-13 22:31:36,"@cathmckenna Liberal Party continue their attempt to divert attention from an abysmal record of broken promises, SNC/Norman Scandals, shoddy treatment of principled female cabinet ministers, and indigenous communities, Carbon tax, etc. The words you speak are designed to create division. <U+0001F595><U+0001F3FB>"
"Los Angeles, CA","1117193630828191746",2019-04-13 22:31:32,"@redsteeze But who is even left after net neutrality and the tax bill?"
"Tennessee, USA","1117193602432679936",2019-04-13 22:31:25,"@lnnrtz @ThRealJeannette @FishAlexander @alamedamark @iamAtheistGirl But golfing expeditions are.fine for tax dollars?"
"Worcester, MA USA","1117193566177173504",2019-04-13 22:31:17,"@AOC S&amp;S has after tax profits in excess of $3B going to Holland; $250M thanks to Trump's tax scam"
"San Francisco, CA","1117083883026042880",2019-04-13 15:15:26,"CNN 8:14am HOUSE DEMS GIVE ULTIMATUM OVER TRUMP'S TAX RETURNS. . Jay Newton—Small Former Washington Correspondent, TIME"
"San Francisco, CA","1117154151287312384",2019-04-13 19:54:40,"CNN 12:53pm TRUMP'S TAX CODE WEAPON AGAINST BLUE STATES"
"San Francisco, CA","1117074472157057024",2019-04-13 14:38:03,"CNN 7:36am IRS GIVEN ULTIMATUM OVER TRUMP'S TAX RETURNS. . Brian Robinson President, Robinson Republic
IRS GIVEN ULTIMATUM OVER..."
"San Francisco, CA","1117192970057342976",2019-04-13 22:28:55,"CNN 3:27pm HOUSE DEMS GIVE IRS ULTIMATUM OVER TRUMP'S TAX RETURNS
HOUSE OVERSIGHT CMTE. PLANS TO SUBPOENA TRUMP'S ACCOUNTING FIRM"
"San Francisco, CA","1117065827910447106",2019-04-13 14:03:42,"CNN 7:02am IRS GIVEN ULTIMATUM OVER TRUMP'S TAX RETURNS. . Lauren FOX OW Politics Congressional Reporter
IRS GIVEN ULTIMATUM OVER..."
"San Francisco, CA","1117080403666333697",2019-04-13 15:01:37,"CNN 8:00am HOUSE DEMS GIVE ULTIMATUM OVER TRUMP'S TAX RETURNS
HOUSE DEMS GIVE ULTIMATUM OVER TRUMP'S TAX RETURNS. . Lauren FOX CN\J..."
"San Francisco, CA","1117190619749732352",2019-04-13 22:19:34,"CNN 3:18pm SANDERS REVEALS HE'S A MILLIONAIRE, VOWS TO RELEASE TAX RETURNS
SANDERS REVEALS HE'S A MILLIONAIRE, VOWS TO RELEASE TAX..."
"San Francisco, CA","1117083666524459010",2019-04-13 15:14:35,"CNN 8:13am HOUSE DEMS GIVE ULTIMATUM OVER TRUMP'S TAX RETURNS. . David Swerdlick OW Political Commentator
HOUSE DEMS GIVE ULTIMATUM..."
"San Francisco, CA","1117146613208604672",2019-04-13 19:24:42,"CNN 12:23pm MNUCHIN: DEM DEADLINE FOR TRUMP'S TAX RETURNS ""ARBITRARY""
MNUCHIN CONSULTING WITH DOJ OVER TRUMP TAX RETURN REQUEST"
"San Francisco, CA","1117154399791353856",2019-04-13 19:55:39,"CNN 12:54pm TRUMP'S TAX CODE WEAPON AGAINST BLUE STATES
HELPING HOMELESS KIDS FIND A STABLE HOME"
"San Francisco, CA","1117083417089150976",2019-04-13 15:13:35,"CNN 8:12am HOUSE DEMS GIVE ULTIMATUM OVER TRUMP'S TAX RETURNS. . David Swerdlick Assistant Editor, The Washington Post
TRUMP MULLS..."
"San Francisco, CA","1117065528567222272",2019-04-13 14:02:30,"CNN 7:01am IRS GIVEN ULTIMATUM OVER TRUMP'S TAX RETURNS"
"San Francisco, CA","1117074842258264064",2019-04-13 14:39:31,"CNN 7:38am IRS GIVEN ULTIMATUM OVER TRUMP'S TAX RETURNS
IRS GIVEN ULTIMATUM OVER TRUMP'S TAX RETURNS. . Brian Robinson President,..."
"San Francisco, CA","1117193558845313024",2019-04-13 22:31:15,"CNN 3:29pm MULVANEY: DEMOCRATS WILL ""NEVER"" GET TRUMP'S TAX RETURNS. Rep. Stephen Lynch (D) Massachusetts
HOUSE WAYS AND MEANS..."
"San Francisco, CA","1117147312264867840",2019-04-13 19:27:29,"CNN 12:26pm TRUMP REJECTS GIVING DEMS HIS TAX RETURNS, AGAIN CITING AUDIT"
"San Francisco, CA","1117065301466566658",2019-04-13 14:01:36,"CNN 7:00am IRS GIVEN ULTIMATUM OVER TRUMP'S TAX RETURNS
IRS GIVEN ULTIMATUM OVER TRUMP'S TAX RETURNS. . Lauren FOX OW Politics..."
"San Francisco, CA","1117145899581329408",2019-04-13 19:21:52,"CNN 12:20pm MNUCHIN: DEM DEADLINE FOR TRUMP'S TAX RETURNS ""ARBITRARY""
DEMS GIVE IRS ULTIMATUM OVER TRUMP'S TAX RETURNS
MNUCHIN:..."
"San Francisco, CA","1117073249597136897",2019-04-13 14:33:11,"CNN 7:31am IRS GIVEN ULTIMATUM OVER TRUMP'S TAX RETURNS"
"San Francisco, CA","1117074252455301121",2019-04-13 14:37:10,"CNN 7:35am IRS GIVEN ULTIMATUM OVER TRUMP'S TAX RETURNS"
"San Francisco, CA","1117146150635618304",2019-04-13 19:22:52,"CNN 12:21pm MNUCHIN: DEM DEADLINE FOR TRUMP'S TAX RETURNS ""ARBITRARY""
MNUCHIN: DEM DEADLINE FOR TRUMP'S TAX RETURNS ""ARBITRARY""...."
"San Francisco, CA","1117096149255475201",2019-04-13 16:04:11,"CNN 9:02am HOUSE DEMS GIVE ULTIMATUM OVER TRUMP'S TAX RETURNS. . Lauren FOX OW Politics Congressional Reporter
HOUSE DEMS GIVE..."
"San Francisco, CA","1117147107826126848",2019-04-13 19:26:40,"CNN 12:25pm TRUMP REJECTS GIVING DEMS HIS TAX RETURNS, AGAIN CITING AUDIT
MNUCHIN: DEM DEADLINE FOR TRUMP'S TAX RETURNS..."
"San Francisco, CA","1117066039626350592",2019-04-13 14:04:32,"CNN 7:03am PELOSI CRITICIZES PRESIDENT TRUMP FOR TWEET ABOUT REP. OMAR
IRS GIVEN ULTIMATUM OVER TRUMP'S TAX RETURNS. . Lauren FOX OW..."
"San Francisco, CA","1117095693057810432",2019-04-13 16:02:22,"CNN 9:00am ""CHASING LIFE WITH DR. SANJAY GUPTA"" PREMIERES TONIGHT AT 9PM ET/PT
HOUSE DEMS GIVE ULTIMATUM OVER TRUMP'S TAX..."
"San Francisco, CA","1117177638269771776",2019-04-13 21:27:59,"CNN 2:26pm MNUCHIN WON'T COMMIT TO DEADLINE FOR TRUMP'S TAX RETURNS
MNUCHIN WON'T COMMIT TO DEADLINE FOR TRUMP'S TAX RETURNS. ...."
"San Francisco, CA","1117176037454913536",2019-04-13 21:21:38,"CNN 2:20pm DEMS SLAM TRUMP FOR PROVOCATIVE 9/11 TWEET ON REP. OMAR
MNUCHIN WON'T COMMIT TO DEADLINE FOR TRUMP'S TAX RETURNS"
"San Francisco, CA","1117080662064779264",2019-04-13 15:02:38,"CNN 8:01am HOUSE DEMS GIVE ULTIMATUM OVER TRUMP'S TAX RETURNS. . Lauren FOX OW Politics Congressional Reporter
HOUSE DEMS GIVE..."
"San Francisco, CA","1117074655523659776",2019-04-13 14:38:46,"CNN 7:37am IRS GIVEN ULTIMATUM OVER TRUMP'S TAX RETURNS. . A. Scott Bolden Former Chair, National BarAssociation PAC
IRS GIVEN..."
"San Francisco, CA","1117095943491313664",2019-04-13 16:03:22,"CNN 9:01am HOUSE DEMS GIVE ULTIMATUM OVER TRUMP'S TAX RETURNS
HOUSE DEMS GIVE ULTIMATUM OVER TRUMP'S TAX RETURNS. . Lauren FOX cw..."
"San Francisco, CA","1117144273969750019",2019-04-13 19:15:25,"CNN 12:14pm BARR TO RELEASE REDACTED MUELLER FINDINGS ANY DAY NOW
CNN REALITY CHECK: YOUR TAXES
IRS GETS NEW TRUMP TAX RETURN..."
"San Francisco, CA","1117093238731489281",2019-04-13 15:52:37,"CNN 8:51am SON HELPS SOLVE OWN MOTHER'S MURDER MYSTERY
DEMS SEND IRS NEW LE'ITER DEMANDING TRUMP'S TAX RETURNS
SON HELPS SOLVE OWN..."
"San Francisco, CA","1117075612386988033",2019-04-13 14:42:34,"CNN 7:41am DEMOCRATS DEFEND REP. OMAR, RIP TRUMP OVER 9/11 CONTROVERSY
IRS GIVEN ULTIMATUM OVER TRUMP'S TAX RETURNS
IRS GIVEN..."
"Salt Lake City, Utah","1117193550486065152",2019-04-13 22:31:13,"@Dalrymple Utah legislator: How would we charge sales tax for it? ;)"
"USA","1117068113982500865",2019-04-13 14:12:47,"Congress gave itself the authority to obtain anyone's tax returns for exactly the reason Democrats are asking to see Trump's. https://t.co/t2fjzIe1lx via @HuffPostPol"
"USA","1117193541522997250",2019-04-13 22:31:11,"House Committee gives IRS new deadline to turn over President Trump’s tax returns https://t.co/27lnSEs3FC"
"Houston, TX","1117193507339476994",2019-04-13 22:31:03,"House Democrat, treasury chief bicker over Trump tax returns https://t.co/80ZOkdJgeE"
"Sarasota, Florida","1117193496237084672",2019-04-13 22:31:00,"Sure you may want to buy something expensive with that tax refund, but it may be better to pay of some debt. https://t.co/EldHytXnxI"
"Houston, Texas","1117193495507283969",2019-04-13 22:31:00,"@JohnKStahlUSA @PaineLana Not a damn thing. She is an absolute waste of our tax dollars"
"Houston, Texas","1117193488146128897",2019-04-13 22:30:58,"In what way is this healthy for the economy?? https://t.co/W024ne6f6U"
"Titusville, FL","1117149643601784832",2019-04-13 19:36:45,"@CheriJacobus @highbrow_nobrow I thought that it only kept her out of a misconduct investigation.  The tax investigation should still be going."
"Titusville, FL","1117193484660768768",2019-04-13 22:30:57,"@crampell This is the big one.  Repubs keep saying that the IRS would have caught anything out of the ordinary with his tax returns, but maybe he is evading paying what he owes or covering certain transactions.  We deserve to know who is in that office."
"New York, NY","1117123030755487749",2019-04-13 17:51:00,"House Chairman Says Treasury’s Reasons to Withhold Trump’s Tax Returns ‘Lack Merit’ https://t.co/rzlMRh2gDH https://t.co/FGpdmHHujT"
"New York, NY","1117086388082675712",2019-04-13 15:25:24,"Democrats Warn Trump Administration On President’s Tax Returns https://t.co/YigIscajC3 https://t.co/FwBUMRo48h"
"New York, NY","1117193468575735808",2019-04-13 22:30:54,"Bernie Sanders Says Progressive Tax Would Make His Wealth A Win For Everyone https://t.co/R2yWIvdhTT https://t.co/WT50IGNxnC"
"Annapolis, MD","1117193445246947328",2019-04-13 22:30:48,"The last day to file tax returns without facing a penalty is April 15. Here are tips for last-minute filers and checking on your refund. https://t.co/kEs2ChLiMx"
"Los Alamitos, CA","1117193442545655809",2019-04-13 22:30:47,"Done with 2018 taxes.  And yes, it’s true the GOP/Drumpf “tax reform” is exactly as advertised.  All geared towards benefitting the rich and corporations while the middle class got screwed. Shameless.<U+0001F621>"
"Chicago, IL","1117193402947391490",2019-04-13 22:30:38,"Tiger is in contention to win tomorrow and my manager thinks I am going to finish up a tax return for him. Wrong! @TheAcccountantt"
"Sacramento, CA","1117193399793111040",2019-04-13 22:30:37,"@Patterdude @velopol Actual tax is the amount due after everything is said and done. Exemptions and credits are relevant and meaningful. The line that matters is amount due. Sounds like yours is less, but you still want to fight."
"Seattle, WA","1117193346978500609",2019-04-13 22:30:25,"My new release--Tax Gods--just in time for tax season! Good luck getting those taxes done. https://t.co/tIL3DZL2Gm #NowPlaying"
"Calgary, Alberta","1117193326006951936",2019-04-13 22:30:20,"Catherine, are these truths troubling?  Do you see your global warming portfolio crumbling?  There's still time to abandon the carbon tax before the election....

@cathmckenna @FriendsOScience
#cdnpoli #ClimateChange

https://t.co/Hg5DCFpvqC"
"Earth","1117193316234399745",2019-04-13 22:30:17,"@realDonaldTrump The saddest part is you know that you're lying. Just like the tax cuts, manufacturing jobs and health care. You're all air, no positive action, just dismantling everything Obama accomplished. We know you're jealous but must you destroy my country to feed your overinflated ego?"
"Earth","1117092487439507456",2019-04-13 15:49:38,"@realDonaldTrump You OWNED the Congress for 2 solid years and couldn't accomplish anything but your tax RIP off of the middle class. You ARE the problem with immigration!"
"Washington, DC","1117193290741424129",2019-04-13 22:30:11,"#TaxDay is around the corner! Check out these NAR resources.
https://t.co/BhYb5Rb3u3"
"Santa Cruz, CA","1117193286656122880",2019-04-13 22:30:10,"Tax season done right, cash back on software and more @Ebates #savingmoney #frugalliving #taxrefund #taxreturn #taxes https://t.co/k1oKKJSh0K"
"Florida, USA","1117193231630913536",2019-04-13 22:29:57,"@SenBlumenthal People of CT should get control of the state &amp; locsl taxes through their legislature.  The tax cut put a cap on the total of local property taxes, state taxes, etc so that states who control taxes don't pay more on Federal Tax on same income. Give FACTS you serial liar.
PS: https://t.co/EGaSHMgY0L"
"Spokane, WA","1117193205856870400",2019-04-13 22:29:51,"House Democrats give IRS until April 23 to hand over Trump's tax returns https://t.co/vOBs7GooRs"
"Vic, AUS","1117193149732884480",2019-04-13 22:29:37,"@alexsteacy our (Australia's) tax is done online and takes about 15 mins if you are simple."
"Denton TX","1117193146717409280",2019-04-13 22:29:37,"At this point, @adidasoriginals  @adidas @adidasUS is tripping. We bought a pair of shoes early March, we returned a pair of shoes that cost us 150 plus tax. They have yet to give us our money back!!’ We called them over 5 times and still no money back."
"Chicago, IL","1117193146532868097",2019-04-13 22:29:37,"I got my tax return and I’m ready to spend it on myself and my friends"
"New York, NY","1117193128891625479",2019-04-13 22:29:33,"Top House Democrat sets new deadline for release of Trump's tax returns https://t.co/tNfIHNNmQU https://t.co/5xQqb14cUR"
"Earth","1117193084561805312",2019-04-13 22:29:22,"@cawiezel31 @jkenney Kenney is going to cut education funding and increase class sizes. But hey, if you think your daughter likes corporate tax cuts that will make Kenney’s corporate buddies even richer then that is your choice."
"California, USA","1117193076470992896",2019-04-13 22:29:20,"@CNNPolitics Just anyone give me an answer, how can taxes be on audit for so long? And how is congress the government can’t ask IRS to release he’s tax returns? I can’t find answers for that, can anyone give me the answer Please"
"California, USA","1117192756961505281",2019-04-13 22:28:04,"@billmaher @TheMirageLV Just anyone give me an answer, how can taxes be on audit for so long? And how is congress the government can’t ask IRS to release he’s tax returns? I can’t find answers for that, can anyone give me the answer Please"
"Georgia, USA","1117193070208905216",2019-04-13 22:29:19,"House Democrats set new April deadline for Trump’s tax returns, teeing up showdown with IRS - Reuters https://t.co/s0aHbtekID"
"Puerto Rico, USA","1117193069781188609",2019-04-13 22:29:18,"@PR51_EMM @GarciaManny4 @ricardorossello @WhiteHouse You are a @DNC servants, residing in the USA, who for decades have sucked from the territory's tax payers trying to justify corruption &amp; abuse of power. Legal name: Elaine Mercedes McClintock-Hernández. Sister to one of the traitors @GOP Statehood supporters, do not be fooled."
"Rock Hill, SC","1117193055856136193",2019-04-13 22:29:15,"The infatuation with ANY President’s tax returns is baffling and a waste of time. The media focuses on the dumbest issues. Johnny on Main St could care less."
"Walnut Creek, CA","1117193036591534080",2019-04-13 22:29:11,"@KaivanShroff @joncoopertweets That just makes me sad. As a middle aged, middle class Californian this tax “cut” destroyed me."
"Lafayette Hill, PA","1117193012675784704",2019-04-13 22:29:05,"Adieu tax season 27 — at City Works - King of Prussia https://t.co/dp80WpeLRt"
"Parker, CO","1117193011094364160",2019-04-13 22:29:04,"LETS SEE ALL OF CONGRESSES TAX RETURNS! PELOSI FIRST! https://t.co/KHKLlNIRiZ"
"United States","1117193004467359745",2019-04-13 22:29:03,"A Top Democrat Just Set a Hard Deadline for Trump to Hand Over His Tax Returns https://t.co/NQRCxhgskZ #Congress #Donald_Trump https://t.co/jIgA8I3rfy"
"United States","1117177908026417152",2019-04-13 21:29:04,"Mnuchin Implies Dems Trying To ‘Weaponize’ IRS Against Trump With Tax Return Request https://t.co/2CUFiZxmIx #News #Chuck_Rettig https://t.co/grJlxM8wW1"
"United States","1117141158231068672",2019-04-13 19:03:02,"House Democrats Give IRS New Deadline of April 23 to Hand Over Trump Tax Returns https://t.co/DtO5auQIO2 # https://t.co/CDXAlN94um"
"United States","1117136758754295808",2019-04-13 18:45:33,"Top House Democrat sets new deadline for IRS to turn over Trump’s tax returns https://t.co/9VE26dJ76o # https://t.co/gc7kaFycLu"
"Lake Forest, Illinois","1117192991314104320",2019-04-13 22:29:00,"Letters to the Editor: JB’s “Fair Tax” https://t.co/lIvgnUgloo"
